year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
1821,-0.584146341463,-2.94048780488,1.49609756098,10.666097561,13.5726829268,13.3234146341,15.9273170732,17.8919512195,15.4236585366,8.78707317073,5.2456097561,2.31902439024
1822,-0.234146341463,0.659512195122,6.74609756098,9.86609756098,15.7226829268,19.8234146341,19.9273170732,17.9919512195,14.5736585366,11.6370731707,3.3956097561,-1.93097560976
1823,-8.48414634146,-0.840487804878,3.89609756098,7.96609756098,14.4726829268,15.6234146341,16.8273170732,18.4419512195,14.6236585366,10.0370731707,3.0456097561,0.119024390244
1824,-1.78414634146,1.70951219512,3.24609756098,6.86609756098,13.2226829268,15.7734146341,17.9773170732,18.2919512195,16.0236585366,9.18707317073,4.2956097561,3.06902439024
1825,0.515853658537,-0.340487804878,0.746097560976,9.56609756098,14.1226829268,16.5734146341,17.6273170732,16.8919512195,14.0236585366,7.38707317073,5.4456097561,3.01902439024
1826,-7.68414634146,-4.19048780488,3.49609756098,8.11609756098,11.3226829268,16.6734146341,19.5273170732,20.0919512195,15.0236585366,10.1870731707,2.8956097561,0.869024390244
1827,-3.33414634146,-4.79048780488,4.34609756098,10.316097561,15.5226829268,18.3234146341,20.2773170732,17.2419512195,14.1236585366,10.4370731707,-0.354390243902,-0.480975609756
1828,-3.48414634146,-2.74048780488,4.09609756098,10.116097561,13.8226829268,17.3734146341,19.0773170732,16.1919512195,12.8236585366,7.43707317073,3.3956097561,0.169024390244
1829,-4.33414634146,-5.64048780488,1.04609756098,8.86609756098,11.7726829268,13.7234146341,18.2773170732,15.7419512195,14.6236585366,7.68707317073,-1.5043902439,-8.23097560976
1830,-9.38414634146,-5.04048780488,1.89609756098,9.96609756098,14.3726829268,17.7734146341,18.8273170732,18.4919512195,12.4236585366,6.98707317073,4.7456097561,0.569024390244
1831,-4.38414634146,-1.49048780488,3.49609756098,11.166097561,13.0726829268,14.5734146341,18.4773170732,16.8919512195,12.0236585366,11.1370731707,2.9456097561,-1.53097560976
1832,-2.48414634146,0.00951219512195,3.04609756098,8.41609756098,11.8726829268,15.3234146341,16.3773170732,18.8419512195,12.1736585366,9.53707317073,1.4456097561,-3.38097560976
1833,-8.33414634146,1.15951219512,3.49609756098,6.96609756098,17.4726829268,18.5234146341,16.0273170732,14.0919512195,12.2236585366,7.93707317073,3.1956097561,3.06902439024
1834,1.96585365854,-0.840487804878,2.04609756098,7.01609756098,17.2226829268,18.8734146341,22.0273170732,19.8919512195,16.9236585366,8.73707317073,2.6456097561,-1.03097560976
1835,-1.28414634146,0.959512195122,3.19609756098,7.26609756098,14.3226829268,16.7234146341,19.2273170732,18.2419512195,12.6736585366,8.33707317073,-2.0543902439,-4.53097560976
1836,-5.08414634146,-0.840487804878,7.44609756098,8.86609756098,10.8726829268,17.2734146341,17.6773170732,17.7419512195,13.6736585366,10.6870731707,1.6956097561,1.61902439024
